customer_id,name,email,city,age,acquisition_channel,signup_date,customer_segment,high_engagement,total_orders,total_spend,last_order_date
CUST00080,Customer 80,customer80@example.com,Delhi,50,Referral,2026-02-11,Repeat Buyer,True,2.0,5996.0,2026-07-08
CUST00081,Customer 81,customer81@example.com,Mumbai,23,Organic,2025-09-21,Window Shopper,False,0.0,0.0,2025-09-21
CUST00082,Customer 82,customer82@example.com,Bangalore,33,Direct,2025-06-08,Price Sensitive,False,2.0,6896.0,2025-10-19
CUST00083,Customer 83,customer83@example.com,Hyderabad,20,Google,2025-09-01,New Customer,True,1.0,4498.0,2026-07-31
CUST00084,Customer 84,customer84@example.com,Ahmedabad,44,Direct,2025-10-22,High Value,False,7.0,27187.0,2026-06-25
CUST00085,Customer 85,customer85@example.com,Ahmedabad,43,Google,2025-03-17,New Customer,False,1.0,699.0,2025-10-18
CUST00086,Customer 86,customer86@example.com,Bangalore,45,Google,2025-04-01,Price Sensitive,True,2.0,4197.0,2026-06-26
CUST00087,Customer 87,customer87@example.com,Ahmedabad,21,YouTube,2025-05-08,Window Shopper,False,1.0,1299.0,2025-08-19
CUST00088,Customer 88,customer88@example.com,Mumbai,47,Direct,2025-09-29,Window Shopper,True,0.0,0.0,2025-09-29
CUST00089,Customer 89,customer89@example.com,Ahmedabad,50,Referral,2026-03-02,Dormant,False,0.0,0.0,2026-03-02
CUST00090,Customer 90,customer90@example.com,Mumbai,48,Referral,2025-05-13,Window Shopper,False,1.0,1498.0,2025-11-23
CUST00091,Customer 91,customer91@example.com,Chennai,51,Referral,2025-11-17,Price Sensitive,False,0.0,0.0,2025-11-17
CUST00092,Customer 92,customer92@example.com,Chennai,33,Organic,2025-06-21,New Customer,False,1.0,1299.0,2025-11-03
CUST00093,Customer 93,customer93@example.com,Mumbai,27,Google,2025-07-16,Repeat Buyer,True,3.0,9892.0,2026-08-17
CUST00094,Customer 94,customer94@example.com,Bangalore,44,Referral,2025-06-19,Price Sensitive,False,1.0,3398.0,2026-04-17
CUST00095,Customer 95,customer95@example.com,Delhi,44,Referral,2026-04-09,High Value,True,4.0,14493.0,2026-06-06
CUST00096,Customer 96,customer96@example.com,Hyderabad,54,Referral,2025-09-02,Price Sensitive,False,2.0,4397.0,2026-01-22
CUST00097,Customer 97,customer97@example.com,Kolkata,44,YouTube,2026-01-18,New Customer,False,1.0,1198.0,2025-10-13
CUST00098,Customer 98,customer98@example.com,Delhi,49,Google,2025-05-20,Price Sensitive,False,3.0,9296.0,2026-03-19
CUST00099,Customer 99,customer99@example.com,Pune,43,Direct,2025-03-26,Repeat Buyer,True,2.0,10796.0,2025-07-14
CUST00100,Customer 100,customer100@example.com,Hyderabad,43,YouTube,2025-10-16,Window Shopper,False,0.0,0.0,2025-10-16
CUST00101,Customer 101,customer101@example.com,Kolkata,26,Referral,2025-04-04,Price Sensitive,True,2.0,4998.0,2026-03-17
CUST00102,Customer 102,customer102@example.com,Delhi,47,Organic,2025-06-22,New Customer,False,1.0,5498.0,2026-08-12
CUST00103,Customer 103,customer103@example.com,Kolkata,34,Instagram,2025-08-29,Price Sensitive,False,3.0,13295.0,2026-08-10
CUST00104,Customer 104,customer104@example.com,Pune,32,Direct,2025-02-05,New Customer,False,1.0,5497.0,2026-05-15
CUST00105,Customer 105,customer105@example.com,Hyderabad,33,Google,2026-03-06,Price Sensitive,False,3.0,9995.0,2026-05-31
CUST00106,Customer 106,customer106@example.com,Mumbai,48,Direct,2025-02-28,New Customer,True,0.0,0.0,2025-02-28
CUST00107,Customer 107,customer107@example.com,Chennai,41,Google,2025-11-07,High Value,True,8.0,35184.0,2026-08-03
CUST00108,Customer 108,customer108@example.com,Bangalore,28,Organic,2025-02-25,High Value,False,5.0,24188.0,2026-08-22
CUST00109,Customer 109,customer109@example.com,Kolkata,43,Direct,2025-04-12,High Value,False,5.0,16592.0,2026-07-21
CUST00110,Customer 110,customer110@example.com,Delhi,24,Direct,2026-01-31,New Customer,False,1.0,2998.0,2025-06-08
CUST00111,Customer 111,customer111@example.com,Bangalore,54,Instagram,2025-06-27,Repeat Buyer,True,3.0,5895.0,2025-12-10
CUST00112,Customer 112,customer112@example.com,Bangalore,50,Direct,2025-06-24,High Value,True,5.0,16191.0,2026-08-11
CUST00113,Customer 113,customer113@example.com,Ahmedabad,24,Referral,2026-05-07,New Customer,False,2.0,8094.0,2025-10-09
CUST00114,Customer 114,customer114@example.com,Ahmedabad,27,Referral,2025-04-01,Repeat Buyer,False,2.0,6497.0,2026-04-07
CUST00115,Customer 115,customer115@example.com,Chennai,52,Referral,2025-08-27,Price Sensitive,False,1.0,2499.0,2025-05-18
CUST00116,Customer 116,customer116@example.com,Chennai,38,Google,2026-03-02,Repeat Buyer,False,5.0,23190.0,2026-03-28
CUST00117,Customer 117,customer117@example.com,Ahmedabad,33,Referral,2025-10-19,Dormant,False,1.0,499.0,2026-01-14
CUST00118,Customer 118,customer118@example.com,Hyderabad,49,Organic,2025-04-04,High Value,True,7.0,27986.0,2026-08-22
CUST00119,Customer 119,customer119@example.com,Chennai,39,Organic,2026-03-27,Repeat Buyer,True,5.0,13492.0,2026-01-24
CUST00120,Customer 120,customer120@example.com,Hyderabad,51,Google,2025-02-13,High Value,False,5.0,12193.0,2026-08-03
CUST00121,Customer 121,customer121@example.com,Delhi,48,Direct,2025-12-31,New Customer,False,1.0,499.0,2026-02-06
CUST00122,Customer 122,customer122@example.com,Bangalore,36,Google,2025-07-27,Repeat Buyer,False,4.0,11793.0,2026-08-14
CUST00123,Customer 123,customer123@example.com,Pune,48,YouTube,2025-09-29,Price Sensitive,False,0.0,0.0,2025-09-29
CUST00124,Customer 124,customer124@example.com,Pune,40,Direct,2025-08-21,Repeat Buyer,False,2.0,8896.0,2025-11-03
CUST00125,Customer 125,customer125@example.com,Bangalore,30,Organic,2025-03-03,New Customer,False,1.0,4498.0,2025-04-04
CUST00126,Customer 126,customer126@example.com,Mumbai,30,Google,2026-01-14,Price Sensitive,False,2.0,6695.0,2026-03-15
CUST00127,Customer 127,customer127@example.com,Chennai,24,Google,2025-06-01,Repeat Buyer,False,1.0,2499.0,2025-10-30
CUST00128,Customer 128,customer128@example.com,Hyderabad,52,Google,2025-05-21,New Customer,True,2.0,3498.0,2025-08-25
CUST00129,Customer 129,customer129@example.com,Chennai,26,Direct,2026-03-21,New Customer,True,2.0,6396.0,2025-09-14
CUST00130,Customer 130,customer130@example.com,Hyderabad,54,Organic,2025-08-29,Price Sensitive,True,3.0,6396.0,2026-07-03
CUST00131,Customer 131,customer131@example.com,Hyderabad,34,Referral,2025-02-28,Repeat Buyer,True,4.0,10993.0,2026-05-04
CUST00132,Customer 132,customer132@example.com,Bangalore,54,Direct,2025-12-18,Window Shopper,False,0.0,0.0,2025-12-18
CUST00133,Customer 133,customer133@example.com,Chennai,23,Google,2025-03-02,New Customer,True,0.0,0.0,2025-03-02
CUST00134,Customer 134,customer134@example.com,Delhi,51,Referral,2025-08-19,High Value,True,6.0,17788.0,2026-05-14
CUST00135,Customer 135,customer135@example.com,Kolkata,37,YouTube,2025-11-14,Window Shopper,False,0.0,0.0,2025-11-14
CUST00136,Customer 136,customer136@example.com,Bangalore,31,Direct,2025-04-19,New Customer,False,1.0,6497.0,2026-01-23
CUST00137,Customer 137,customer137@example.com,Delhi,29,YouTube,2025-02-08,New Customer,True,1.0,2198.0,2026-07-07
CUST00138,Customer 138,customer138@example.com,Ahmedabad,36,Instagram,2025-04-29,New Customer,False,1.0,2499.0,2025-03-17
CUST00139,Customer 139,customer139@example.com,Ahmedabad,22,Direct,2025-04-30,New Customer,False,1.0,3498.0,2025-08-20
CUST00140,Customer 140,customer140@example.com,Delhi,45,Instagram,2025-10-06,Dormant,False,0.0,0.0,2025-10-06
CUST00141,Customer 141,customer141@example.com,Chennai,27,Instagram,2025-01-31,New Customer,True,1.0,2499.0,2025-09-11
CUST00142,Customer 142,customer142@example.com,Chennai,46,Instagram,2025-08-28,New Customer,False,1.0,1799.0,2026-02-16
CUST00143,Customer 143,customer143@example.com,Chennai,50,YouTube,2025-09-10,Price Sensitive,False,2.0,6397.0,2025-11-16
CUST00144,Customer 144,customer144@example.com,Kolkata,38,YouTube,2025-05-09,Repeat Buyer,True,0.0,0.0,2025-05-09
CUST00145,Customer 145,customer145@example.com,Hyderabad,35,YouTube,2025-01-21,New Customer,False,1.0,5297.0,2025-03-15
CUST00146,Customer 146,customer146@example.com,Ahmedabad,35,Google,2025-10-27,Price Sensitive,True,0.0,0.0,2025-10-27
CUST00147,Customer 147,customer147@example.com,Bangalore,48,Organic,2025-07-29,Repeat Buyer,False,2.0,5696.0,2026-05-26
CUST00148,Customer 148,customer148@example.com,Mumbai,39,Referral,2025-12-22,Repeat Buyer,True,2.0,6297.0,2025-07-20
CUST00149,Customer 149,customer149@example.com,Kolkata,53,Instagram,2025-08-21,Repeat Buyer,True,4.0,10894.0,2026-08-08
CUST00150,Customer 150,customer150@example.com,Bangalore,43,YouTube,2026-02-27,New Customer,False,1.0,1499.0,2025-07-16
CUST00151,Customer 151,customer151@example.com,Ahmedabad,44,Instagram,2025-04-07,Dormant,False,0.0,0.0,2025-04-07
CUST00152,Customer 152,customer152@example.com,Ahmedabad,46,Instagram,2025-04-15,Repeat Buyer,True,6.0,16391.0,2026-04-03
CUST00153,Customer 153,customer153@example.com,Chennai,46,Direct,2025-09-06,New Customer,True,1.0,4797.0,2025-06-06
CUST00154,Customer 154,customer154@example.com,Delhi,28,Organic,2025-10-10,New Customer,False,1.0,3398.0,2025-12-28
CUST00155,Customer 155,customer155@example.com,Delhi,25,Referral,2026-04-30,New Customer,False,1.0,2999.0,2025-06-10
CUST00156,Customer 156,customer156@example.com,Ahmedabad,36,YouTube,2025-12-28,New Customer,False,1.0,3998.0,2026-03-17
CUST00157,Customer 157,customer157@example.com,Ahmedabad,33,Referral,2025-10-10,New Customer,False,1.0,3198.0,2026-07-29
CUST00158,Customer 158,customer158@example.com,Mumbai,22,Organic,2026-01-31,New Customer,True,1.0,1698.0,2025-12-03
CUST00159,Customer 159,customer159@example.com,Chennai,18,Organic,2026-01-07,Price Sensitive,False,3.0,4497.0,2026-05-31
CUST00160,Customer 160,customer160@example.com,Ahmedabad,27,Referral,2025-10-03,New Customer,False,0.0,0.0,2025-10-03
CUST00161,Customer 161,customer161@example.com,Kolkata,47,Organic,2026-03-22,Repeat Buyer,True,2.0,3997.0,2026-02-25
CUST00162,Customer 162,customer162@example.com,Kolkata,32,Referral,2025-01-23,New Customer,False,1.0,499.0,2025-09-09
CUST00163,Customer 163,customer163@example.com,Kolkata,42,Direct,2026-02-10,Repeat Buyer,True,2.0,7996.0,2026-02-03
CUST00164,Customer 164,customer164@example.com,Ahmedabad,20,Google,2025-09-15,Window Shopper,False,1.0,3999.0,2026-02-20
CUST00165,Customer 165,customer165@example.com,Bangalore,46,Instagram,2025-09-27,Dormant,False,0.0,0.0,2025-09-27
CUST00166,Customer 166,customer166@example.com,Mumbai,44,Direct,2026-05-12,Window Shopper,True,0.0,0.0,2026-05-12
CUST00167,Customer 167,customer167@example.com,Chennai,39,YouTube,2025-12-21,New Customer,False,1.0,2499.0,2026-03-24
CUST00168,Customer 168,customer168@example.com,Pune,52,Referral,2026-05-04,Repeat Buyer,True,4.0,8393.0,2025-12-04
CUST00169,Customer 169,customer169@example.com,Ahmedabad,52,Instagram,2025-11-13,Repeat Buyer,False,2.0,5197.0,2026-08-07
CUST00170,Customer 170,customer170@example.com,Chennai,32,Direct,2025-02-16,New Customer,False,1.0,2998.0,2026-04-10
CUST00171,Customer 171,customer171@example.com,Bangalore,46,Google,2025-12-22,Repeat Buyer,True,3.0,5096.0,2026-06-06
CUST00172,Customer 172,customer172@example.com,Pune,21,Organic,2025-07-03,New Customer,True,1.0,2498.0,2025-04-25
CUST00173,Customer 173,customer173@example.com,Kolkata,54,Direct,2026-02-10,Repeat Buyer,True,5.0,20989.0,2026-08-02
CUST00174,Customer 174,customer174@example.com,Kolkata,33,Referral,2026-04-13,New Customer,True,2.0,6396.0,2025-10-30
CUST00175,Customer 175,customer175@example.com,Chennai,47,Organic,2025-12-08,High Value,True,6.0,14791.0,2026-03-01
CUST00176,Customer 176,customer176@example.com,Chennai,52,Google,2025-02-07,New Customer,False,1.0,1698.0,2025-10-29
CUST00177,Customer 177,customer177@example.com,Chennai,45,Direct,2025-05-09,Repeat Buyer,True,4.0,8693.0,2026-04-25
CUST00178,Customer 178,customer178@example.com,Kolkata,48,Instagram,2025-05-02,Repeat Buyer,True,3.0,8796.0,2026-05-29
CUST00179,Customer 179,customer179@example.com,Chennai,36,Instagram,2026-05-16,Repeat Buyer,True,4.0,16392.0,2026-07-01
CUST00180,Customer 180,customer180@example.com,Hyderabad,54,Direct,2026-02-03,Window Shopper,False,1.0,2499.0,2026-05-02
CUST00181,Customer 181,customer181@example.com,Ahmedabad,36,Google,2025-11-07,Price Sensitive,True,3.0,8296.0,2026-06-18
CUST00182,Customer 182,customer182@example.com,Delhi,34,Direct,2026-01-22,Window Shopper,False,0.0,0.0,2026-01-22
CUST00183,Customer 183,customer183@example.com,Mumbai,24,Direct,2025-11-27,Price Sensitive,False,0.0,0.0,2025-11-27
CUST00184,Customer 184,customer184@example.com,Hyderabad,55,Organic,2026-01-10,New Customer,False,1.0,3498.0,2025-07-19
CUST00185,Customer 185,customer185@example.com,Pune,44,Google,2025-04-13,New Customer,False,1.0,3798.0,2025-08-07
CUST00186,Customer 186,customer186@example.com,Pune,51,YouTube,2026-04-13,New Customer,False,2.0,6795.0,2025-10-09
CUST00187,Customer 187,customer187@example.com,Ahmedabad,36,Direct,2026-03-22,New Customer,True,0.0,0.0,2026-03-22
CUST00188,Customer 188,customer188@example.com,Bangalore,27,Google,2026-03-17,Repeat Buyer,True,2.0,6797.0,2026-03-22
CUST00189,Customer 189,customer189@example.com,Kolkata,53,Organic,2025-02-16,Price Sensitive,False,1.0,5497.0,2025-05-16
CUST00190,Customer 190,customer190@example.com,Bangalore,47,Organic,2025-12-11,Price Sensitive,True,2.0,10095.0,2025-07-26
CUST00191,Customer 191,customer191@example.com,Kolkata,41,Instagram,2025-12-12,Price Sensitive,False,3.0,16393.0,2026-03-11
CUST00192,Customer 192,customer192@example.com,Pune,32,Direct,2025-02-02,New Customer,True,1.0,7297.0,2025-04-29
CUST00193,Customer 193,customer193@example.com,Chennai,44,Instagram,2025-03-13,High Value,True,4.0,12594.0,2026-06-07
CUST00194,Customer 194,customer194@example.com,Ahmedabad,25,Instagram,2025-05-01,New Customer,True,1.0,4497.0,2025-12-01
CUST00195,Customer 195,customer195@example.com,Ahmedabad,41,Direct,2026-05-02,Window Shopper,True,1.0,2897.0,2026-01-11
CUST00196,Customer 196,customer196@example.com,Kolkata,55,Direct,2026-01-08,Price Sensitive,False,1.0,3498.0,2025-04-27
CUST00197,Customer 197,customer197@example.com,Bangalore,49,YouTube,2025-07-28,New Customer,False,1.0,5498.0,2026-03-24
CUST00198,Customer 198,customer198@example.com,Pune,31,Referral,2025-08-16,Dormant,False,0.0,0.0,2025-08-16
CUST00199,Customer 199,customer199@example.com,Bangalore,41,YouTube,2026-04-07,Dormant,False,0.0,0.0,2026-04-07
CUST00200,Customer 200,customer200@example.com,Kolkata,35,Google,2026-05-11,Dormant,False,1.0,3998.0,2025-05-30
CUST00201,Customer 201,customer201@example.com,Ahmedabad,23,Direct,2025-04-19,New Customer,False,1.0,2499.0,2026-08-11
CUST00202,Customer 202,customer202@example.com,Hyderabad,21,Organic,2025-05-05,High Value,True,7.0,17189.0,2025-10-01
CUST00203,Customer 203,customer203@example.com,Delhi,22,YouTube,2025-04-17,Dormant,False,0.0,0.0,2025-04-17
CUST00204,Customer 204,customer204@example.com,Delhi,39,Google,2026-02-08,High Value,False,5.0,13991.0,2026-07-25
CUST00205,Customer 205,customer205@example.com,Mumbai,26,YouTube,2025-05-09,Window Shopper,True,0.0,0.0,2025-05-09
CUST00206,Customer 206,customer206@example.com,Hyderabad,26,Instagram,2025-07-03,Price Sensitive,True,0.0,0.0,2025-07-03
CUST00207,Customer 207,customer207@example.com,Pune,19,Google,2025-05-16,Price Sensitive,False,2.0,7497.0,2026-08-23
CUST00208,Customer 208,customer208@example.com,Bangalore,22,Referral,2025-08-18,New Customer,False,1.0,1499.0,2025-03-29
CUST00209,Customer 209,customer209@example.com,Bangalore,46,YouTube,2025-04-24,Price Sensitive,False,3.0,7295.0,2025-10-24
CUST00210,Customer 210,customer210@example.com,Chennai,47,Direct,2026-05-09,Dormant,True,1.0,2499.0,2025-06-16
CUST00211,Customer 211,customer211@example.com,Kolkata,45,Direct,2025-02-25,New Customer,False,1.0,4998.0,2025-09-07
CUST00212,Customer 212,customer212@example.com,Bangalore,23,Organic,2025-11-08,Repeat Buyer,False,2.0,3997.0,2026-02-19
CUST00213,Customer 213,customer213@example.com,Pune,42,YouTube,2025-09-29,New Customer,True,1.0,4997.0,2026-02-10
CUST00214,Customer 214,customer214@example.com,Kolkata,24,Direct,2025-02-28,New Customer,False,1.0,699.0,2026-04-04
CUST00215,Customer 215,customer215@example.com,Delhi,45,Referral,2026-03-31,Window Shopper,False,0.0,0.0,2026-03-31
CUST00216,Customer 216,customer216@example.com,Ahmedabad,43,Referral,2026-01-09,New Customer,False,2.0,6797.0,2025-12-19
CUST00217,Customer 217,customer217@example.com,Chennai,41,Google,2025-12-18,New Customer,False,1.0,2498.0,2025-10-01
CUST00218,Customer 218,customer218@example.com,Bangalore,23,Referral,2025-02-19,Dormant,True,0.0,0.0,2025-02-19
CUST00219,Customer 219,customer219@example.com,Mumbai,53,Instagram,2025-10-28,Price Sensitive,False,2.0,5796.0,2026-02-10
CUST00220,Customer 220,customer220@example.com,Bangalore,44,Organic,2026-03-24,Dormant,False,0.0,0.0,2026-03-24
